Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Cluster,Customer Category
2494,CA-2019-146206,9/10/2019,9/14/2019,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,$300.93 ,5,30%,($34.39),0,Moderate
2495,CA-2019-146206,9/10/2019,9/14/2019,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,$719.96 ,5,20%,$54.00 ,0,Moderate
2496,CA-2017-136644,6/16/2017,6/22/2017,Standard Class,SC-20575,Sonia Cooley,Consumer,Mishawaka,Indiana,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",$647.84 ,8,0%,$32.39 ,0,Moderate
2497,CA-2018-122371,9/26/2018,10/1/2018,Standard Class,BS-11800,Bryan Spruell,Home Office,San Diego,California,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",$64.17 ,3,0%,$18.61 ,0,Moderate
2498,CA-2018-122371,9/26/2018,10/1/2018,Standard Class,BS-11800,Bryan Spruell,Home Office,San Diego,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,$124.46 ,2,0%,$58.50 ,0,Moderate
2499,CA-2019-126935,5/19/2019,5/24/2019,Standard Class,BT-11395,Bill Tyler,Corporate,San Francisco,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$9.58 ,1,20%,$3.35 ,0,Moderate
2500,US-2020-133781,6/22/2020,6/23/2020,First Class,DC-12850,Dan Campbell,Consumer,Miami,Florida,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",$37.61 ,3,20%,$12.69 ,0,Moderate
2501,CA-2020-131618,6/17/2020,6/20/2020,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$12.22 ,2,20%,$4.43 ,0,Moderate
2502,CA-2020-131618,6/17/2020,6/20/2020,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$2.30 ,4,80%,($3.57),2,Unprofitable
2503,CA-2020-131618,6/17/2020,6/20/2020,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,$9.36 ,4,80%,($16.38),2,Unprofitable
2504,CA-2019-149482,11/14/2019,11/19/2019,Standard Class,RR-19315,Ralph Ritter,Consumer,San Francisco,California,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,$7.38 ,2,0%,$3.47 ,0,Moderate
2505,CA-2017-143917,7/25/2017,7/27/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",$53.72 ,4,0%,$15.04 ,0,Moderate
2506,CA-2017-143917,7/25/2017,7/27/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,"$8,187.65 ",5,0%,$327.51 ,1,High-valued
2507,CA-2017-143917,7/25/2017,7/27/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,$77.92 ,8,0%,$34.28 ,0,Moderate
2508,CA-2018-120397,7/2/2018,7/2/2018,Same Day,RB-19435,Richard Bierner,Consumer,Houston,Texas,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,$32.78 ,4,80%,($85.24),2,Unprofitable
2509,CA-2020-163902,3/2/2020,3/8/2020,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Los Angeles,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,$196.78 ,3,20%,$14.76 ,0,Moderate
2510,CA-2020-163902,3/2/2020,3/8/2020,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Los Angeles,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,$479.94 ,6,0%,$52.79 ,0,Moderate
2511,CA-2019-136812,11/18/2019,11/23/2019,Standard Class,AW-10930,Arthur Wiediger,Home Office,Oklahoma City,Oklahoma,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","$1,117.92 ",4,0%,$55.90 ,0,Moderate
2512,CA-2018-102722,4/18/2018,4/19/2018,First Class,KW-16570,Kelly Williams,Consumer,Monroe,Louisiana,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$106.50 ,6,0%,$41.54 ,0,Moderate
2513,CA-2020-155089,12/2/2020,12/6/2020,Standard Class,DB-12910,Daniel Byrd,Home Office,Tampa,Florida,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",$45.66 ,5,70%,($33.48),2,Unprofitable
2514,CA-2019-124506,11/11/2019,11/17/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,Chicago,Illinois,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,$95.97 ,4,20%,$1.20 ,0,Moderate
2515,CA-2019-124506,11/11/2019,11/17/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,Chicago,Illinois,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,$47.99 ,2,30%,($2.06),0,Moderate
2516,CA-2017-106572,9/5/2017,9/10/2017,Standard Class,NP-18700,Nora Preis,Consumer,Bowling Green,Ohio,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,$264.32 ,2,20%,$19.82 ,0,Moderate
2517,CA-2017-128888,11/15/2017,11/22/2017,Standard Class,PB-19105,Peter Bühler,Consumer,Houston,Texas,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,$604.66 ,9,20%,$204.07 ,0,Moderate
2518,CA-2020-123134,5/2/2020,5/7/2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,$129.93 ,3,0%,$12.99 ,0,Moderate
2519,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,$20.16 ,7,0%,$9.88 ,0,Moderate
2520,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,$29.46 ,6,0%,$14.44 ,0,Moderate
2521,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,$868.59 ,3,0%,$251.89 ,0,Moderate
2522,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,$12.96 ,2,0%,$6.22 ,0,Moderate
2523,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$5.50 ,1,0%,$1.38 ,0,Moderate
2524,CA-2019-124352,10/15/2019,10/21/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$121.60 ,4,0%,$55.94 ,0,Moderate
2525,CA-2018-124541,4/6/2018,4/10/2018,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,$42.05 ,9,20%,$5.26 ,0,Moderate
2526,CA-2018-124541,4/6/2018,4/10/2018,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,$25.49 ,2,20%,$4.46 ,0,Moderate
2527,CA-2018-124541,4/6/2018,4/10/2018,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,$6.90 ,3,80%,($12.08),2,Unprofitable
2528,CA-2018-124541,4/6/2018,4/10/2018,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",$9.65 ,6,80%,($16.88),2,Unprofitable
2529,CA-2018-124541,4/6/2018,4/10/2018,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$7.97 ,2,20%,$2.89 ,0,Moderate
2530,CA-2017-108707,10/24/2017,10/29/2017,Standard Class,DB-12910,Daniel Byrd,Home Office,Fort Lauderdale,Florida,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,$10.37 ,2,20%,$3.63 ,0,Moderate
2531,CA-2017-111500,8/17/2017,8/21/2017,Standard Class,DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,$114.20 ,5,0%,$52.53 ,0,Moderate
2532,CA-2017-111500,8/17/2017,8/21/2017,Standard Class,DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,$17.96 ,4,0%,$8.26 ,0,Moderate
2533,CA-2017-111500,8/17/2017,8/21/2017,Standard Class,DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,$12.67 ,7,0%,$4.56 ,0,Moderate
2534,CA-2017-111500,8/17/2017,8/21/2017,Standard Class,DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,$339.96 ,4,0%,$122.39 ,0,Moderate
2535,US-2020-117723,8/15/2020,8/18/2020,Second Class,DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"$1,801.63 ",6,20%,($337.81),0,Moderate
2536,CA-2018-143238,9/6/2018,9/8/2018,First Class,LO-17170,Lori Olson,Corporate,La Quinta,California,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$46.32 ,4,0%,$18.06 ,0,Moderate
2537,CA-2018-168746,1/27/2018,1/29/2018,Second Class,SV-20365,Seth Vernon,Consumer,Cleveland,Ohio,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,$181.99 ,2,30%,($54.60),0,Moderate
2538,CA-2018-168746,1/27/2018,1/29/2018,Second Class,SV-20365,Seth Vernon,Consumer,Cleveland,Ohio,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,$431.98 ,4,40%,($100.79),2,Unprofitable
2539,CA-2018-168746,1/27/2018,1/29/2018,Second Class,SV-20365,Seth Vernon,Consumer,Cleveland,Ohio,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,$155.37 ,1,40%,($36.25),2,Unprofitable
2540,CA-2018-113404,7/16/2018,7/16/2018,Same Day,EM-13810,Eleni McCrary,Corporate,San Francisco,California,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"$1,348.70 ",6,20%,($219.16),0,Moderate
2541,CA-2018-113404,7/16/2018,7/16/2018,Same Day,EM-13810,Eleni McCrary,Corporate,San Francisco,California,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,$700.15 ,3,20%,$78.77 ,0,Moderate
2542,CA-2019-144792,4/30/2019,5/4/2019,Standard Class,KD-16615,Ken Dana,Corporate,Scottsdale,Arizona,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$111.89 ,7,20%,$22.38 ,0,Moderate
2543,CA-2017-164385,9/26/2017,10/1/2017,Second Class,NB-18580,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,$143.95 ,3,20%,$14.40 ,0,Moderate
2544,US-2019-114174,9/8/2019,9/14/2019,Standard Class,AP-10720,Anne Pryor,Home Office,Malden,Massachusetts,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",$173.94 ,3,0%,$13.92 ,0,Moderate
2545,US-2019-114174,9/8/2019,9/14/2019,Standard Class,AP-10720,Anne Pryor,Home Office,Malden,Massachusetts,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,$14.76 ,4,0%,$6.94 ,0,Moderate
2546,CA-2020-108070,4/16/2020,4/20/2020,Standard Class,JE-15745,Joel Eaton,Consumer,San Jose,California,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",$205.92 ,4,0%,$2.06 ,0,Moderate
2547,CA-2020-108070,4/16/2020,4/20/2020,Standard Class,JE-15745,Joel Eaton,Consumer,San Jose,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$102.83 ,1,15%,($6.05),0,Moderate
2548,US-2018-128090,8/16/2018,8/22/2018,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,$2.30 ,1,20%,$0.26 ,0,Moderate
2549,US-2018-128090,8/16/2018,8/22/2018,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"$1,879.96 ",5,20%,$211.50 ,1,High-valued
2550,US-2018-128090,8/16/2018,8/22/2018,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,$313.02 ,8,20%,$105.65 ,0,Moderate
2551,US-2018-128090,8/16/2018,8/22/2018,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,$5.04 ,2,20%,$1.76 ,0,Moderate
2552,CA-2020-101042,11/19/2020,11/23/2020,Standard Class,AB-10105,Adrian Barton,Consumer,Henderson,Kentucky,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",$821.88 ,6,0%,$213.69 ,0,Moderate
2553,CA-2020-101042,11/19/2020,11/23/2020,Standard Class,AB-10105,Adrian Barton,Consumer,Henderson,Kentucky,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$21.96 ,2,0%,$10.76 ,0,Moderate
2554,CA-2019-155439,9/14/2019,9/18/2019,Standard Class,PN-18775,Parhena Norris,Home Office,Columbia,South Carolina,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,$25.92 ,4,0%,$12.44 ,0,Moderate
2555,CA-2019-118626,8/15/2019,8/20/2019,Standard Class,JC-15775,John Castell,Consumer,Tallahassee,Florida,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,$705.54 ,7,20%,$70.55 ,0,Moderate
2556,CA-2018-111458,9/26/2018,9/30/2018,Standard Class,PF-19165,Philip Fox,Consumer,New York City,New York,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,$50.00 ,2,0%,$12.00 ,0,Moderate
2557,US-2019-126844,10/8/2019,10/14/2019,Standard Class,BW-11110,Bart Watters,Corporate,Houston,Texas,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,$51.71 ,8,60%,($32.32),2,Unprofitable
2558,US-2018-112508,3/24/2018,3/30/2018,Standard Class,BP-11185,Ben Peterman,Corporate,Coral Springs,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",$6.99 ,2,20%,$0.52 ,0,Moderate
2559,CA-2018-147788,5/31/2018,6/4/2018,Standard Class,TM-21010,Tamara Manning,Consumer,Orem,Utah,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,"$1,406.86 ",7,0%,$140.69 ,0,Moderate
2560,CA-2018-147788,5/31/2018,6/4/2018,Standard Class,TM-21010,Tamara Manning,Consumer,Orem,Utah,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,$15.75 ,5,0%,$7.56 ,0,Moderate
2561,CA-2018-147788,5/31/2018,6/4/2018,Standard Class,TM-21010,Tamara Manning,Consumer,Orem,Utah,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,$323.10 ,2,0%,$61.39 ,0,Moderate
2562,CA-2018-144288,12/25/2018,12/31/2018,Standard Class,MB-17305,Maria Bertelson,Consumer,Nashville,Tennessee,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,$9.22 ,4,20%,$3.34 ,0,Moderate
2563,CA-2018-144288,12/25/2018,12/31/2018,Standard Class,MB-17305,Maria Bertelson,Consumer,Nashville,Tennessee,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,$10.37 ,2,20%,$3.63 ,0,Moderate
2564,CA-2018-110632,3/17/2018,3/22/2018,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,$15.02 ,1,0%,$2.70 ,0,Moderate
2565,CA-2018-110632,3/17/2018,3/22/2018,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",$33.82 ,2,0%,$9.13 ,0,Moderate
2566,CA-2020-109589,12/21/2020,12/24/2020,First Class,BD-11635,Brian Derr,Consumer,Bowling Green,Kentucky,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$71.00 ,4,0%,$27.69 ,0,Moderate
2567,CA-2020-123967,11/1/2020,11/3/2020,Second Class,SF-20200,Sarah Foster,Consumer,Bellingham,Washington,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,$25.12 ,5,20%,$7.85 ,0,Moderate
2568,CA-2020-123967,11/1/2020,11/3/2020,Second Class,SF-20200,Sarah Foster,Consumer,Bellingham,Washington,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"$2,665.62 ",9,0%,$239.91 ,1,High-valued
2569,CA-2020-148929,9/7/2020,9/11/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,New York City,New York,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$478.08 ,8,0%,$133.86 ,0,Moderate
2570,CA-2020-134404,12/27/2020,12/27/2020,Same Day,DR-12880,Dan Reichenbach,Corporate,Newark,Ohio,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,$164.39 ,2,40%,($35.62),2,Unprofitable
2571,CA-2020-134404,12/27/2020,12/27/2020,Same Day,DR-12880,Dan Reichenbach,Corporate,Newark,Ohio,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,$13.25 ,4,20%,$3.64 ,0,Moderate
2572,CA-2020-109778,7/16/2020,7/21/2020,Standard Class,VM-21685,Valerie Mitchum,Home Office,Woodstock,Illinois,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",$2.91 ,2,20%,$0.91 ,0,Moderate
2573,CA-2019-155845,8/12/2019,8/15/2019,Second Class,CM-12235,Chris McAfee,Consumer,Carrollton,Texas,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"$1,399.94 ",7,20%,$52.50 ,0,Moderate
2574,CA-2020-145128,7/9/2020,7/14/2020,Standard Class,SM-20320,Sean Miller,Home Office,Lafayette,Indiana,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,$526.45 ,5,0%,$31.59 ,0,Moderate
2575,CA-2017-129091,11/22/2017,11/27/2017,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,$16.23 ,3,0%,$7.95 ,0,Moderate
2576,CA-2017-129091,11/22/2017,11/27/2017,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,$319.90 ,5,0%,$156.75 ,0,Moderate
2577,CA-2017-129091,11/22/2017,11/27/2017,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,$11.36 ,2,0%,$5.34 ,0,Moderate
2578,CA-2017-129091,11/22/2017,11/27/2017,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,$675.12 ,3,0%,$290.30 ,0,Moderate
2579,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",$62.82 ,3,0%,$30.78 ,0,Moderate
2580,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$489.92 ,8,0%,0,0,Moderate
2581,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",$19.44 ,3,0%,$9.33 ,0,Moderate
2582,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",$16.68 ,2,0%,$8.34 ,0,Moderate
2583,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,$155.35 ,13,0%,0,0,Moderate
2584,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,$12.42 ,3,0%,$4.47 ,0,Moderate
2585,US-2017-155502,1/26/2017,1/31/2017,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,$187.98 ,2,0%,$52.63 ,0,Moderate
2586,CA-2018-121041,11/3/2018,11/10/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,Haltom City,Texas,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",$6.61 ,2,20%,$2.15 ,0,Moderate
2587,CA-2020-131695,6/30/2020,7/6/2020,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,$248.57 ,7,0%,$67.11 ,0,Moderate
2588,CA-2020-131695,6/30/2020,7/6/2020,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",$22.23 ,1,0%,$9.78 ,0,Moderate
2589,CA-2019-137729,5/5/2019,5/9/2019,Standard Class,BF-11005,Barry Franz,Home Office,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$5.98 ,1,0%,$1.02 ,0,Moderate
